"One Hint from Phoebus Dokos on Facebook 2017-12-31: ""Most .dot command versions in the BIN directory coming in the TBBLUE distributions are modified from the original ones""
.GO3E,,For DivTIESUS interface,DivTIESUS utilities (dot commands for ESXDOS),,Miguel Angel Rodríguez Jódar (mcleod-ideafix),https://github.com/mcleod-ideafix/divtiesus_utils/blob/main/GO3E?raw=true,https://github.com/mcleod-ideafix/divtiesus_utils,GO3E,"This dot command has no parameters. It loads a +3E ROM image from the BIN directory of the SD card and installs it as the new system ROM, at the same time as the automapping feature of DivMMC is disabled. So, a +2A/B/3 computer becomes a full featured +2E/+3E machine without the needing of opening and physically changing the ROM chips. GO3E needs any of dvmen3eE.rom or dvmes3eE.rom (just one of them) to be present in the /BIN directory. Such files can be get from the The ZX Spectrum +3E Homepage (https://worldofspectrum.org/zxplus3e/) . To return to ESXDOS mode, you must press NMI+RESET."
.gpiotest,,SpecNext only,SpecNext only,---,Jari Komppa (jarikomppa),"Part of Package ""Using USB MIDI with the ZX Sectrum Next (via raspberry pi 0), part 2: sending midi"" / """" from: https://solhsa.com/#SENDINGMIDIDATAONZXSPECTRUMNEXT / Youtube: https://www.youtube.com/watch?v=nRYQnVuJxJ8",,gpiotest,
.guide,v1.0a,SpecNext only,NEXTGUIDE CLIENT (Displays .GDE SpexNext Guide-Files),,Matt Davies,,,,"Matt Davies on Facebook: ""I just like to remind people that there is a documentation system distributed with NextZXOS called NextGuide.  If you type `.guide` on the command line it will open the NextGuide's manual (which can be found at `/docs/guides/NextGuide.gde`.  This will instruct you how to use NextGuide and how to author guides.  The NextGuide's manual itself showcases all the features.
If you decide to author guides (perhaps tutorials, game manuals etc), please consider sharing here or on the FB group dedicated to it: https://www.facebook.com/groups/538507240421861"""
.hexdump,v0.2,,,ESXDOS 0.7.4 Public BETA (bugfix release),(c) ub880d,http://www.esxdos.org/files/esxdos074.zip,http://www.esxdos.org/index.html,hexdump [filename],
.hexview,v0.3,,,ESXDOS 0.8.6 Final,Dr. Slump (=david_ps) (aka David Pesqueira Souto),https://www.dropbox.com/s/no71yzhxrn9ejzs/hexview_v0.3.zip?dl=0,http://board.esxdos.org/viewtopic.php?pid=632#p632,hexview [filename],"It shows a hexadecimal dump of a file.  Cursor up and cursor down moves to previous and next screen, and BREAK exit. v0.3 adds operation via Cursor (0 to exit) & Kempston Joystick.
Source-Code released on 2023-03-21 at: 
https://github.com/dr-slump-0/esxDOS-NMI-Navigator"
.hexview (Older),v0.2,,, ---,Dr. Slump (=david_ps) (aka David Pesqueira Souto),https://www.dropbox.com/s/rzoqhs56m0lxz4d/hexview_v0.2.zip?dl=0,http://board.esxdos.org/viewtopic.php?pid=610#p610,hexview [filename],"It shows a hexadecimal dump of a file.  Cursor up and cursor down moves to previous and next screen, and BREAK exit."
.hexview (Older),v0.1,,, ---,Dr. Slump (=david_ps) (aka David Pesqueira Souto),,http://board.esxdos.org/viewtopic.php?pid=571#p571,hexview [filename],"It shows a hexadecimal dump of a file.  Cursor up and cursor down moves to previous and next screen, and BREAK exit."
.http,v1.0.1 (Bugfix: Reset lower word of 32bit timeout to $FFFF when upper word ro… by @Threetwosevensixseven in #4),SpecNext only,"http - for the Spectrum Next

A utility for application developers to talk to web servers to exchange blocks of data, such as high scores, game progress. The .http dot command can also download and save to files over the web.", ---,Remy Sharp (remy),https://github.com/remy/next-http/releases/download/1.0.1/http,https://github.com/remy/next-http,https://github.com/remy/next-http#using-from-nextbasic,https://github.com/remy/next-http#testing
.http,v1.0.0,SpecNext only,"http - for the Spectrum Next

A utility for application developers to talk to web servers to exchange blocks of data, such as high scores, game progress. The .http dot command can also download and save to files over the web.

.http is used in Application ""Next ZXDB-dl search"" (""Search and download files from the ZXDB Spectrum database using your ZX Next"") from: https://github.com/em00k/next-zxdb-downloader", ---,Remy Sharp (remy),https://github.com/remy/next-http/releases/tag/1.0.0,https://github.com/remy/next-http,"Usage

; Send 1024 bytes from bank 22 to http://192.168.1.100:8080/send
.http post -b 22 -l 1024 -h 192.168.1.100 -p 8080 -u /send

; Download and save Manic Miner http://zxdb.remysharp.com/get/18840
.http -h zxdb.remysharp.com -u /18840 -f manic.tap

; Load http://data.remysharp.com/1 directly into bank 26 and flash border red (2)
.http get -b 26 -h data.remysharp.com -u /1 -v 2

Options:

    -b bank number in 16K blocks
    -f filename (only available in get and cannot be used with -b)
    -h host address
    -p port number (defaults to 80)
    -u url (defaults to /)
    -l length of bytes to POST
    -o address offset (defaults to 0)
    -v flash the border to n 0-7 (defaults to no flashing) and restores original border on exit
    -7 enabled base64 decoding (useful for supporting Cspect and 7-bit binary exchange*)
    -r disable rolling banks (see rolling banks)
    -x disable uart init - only use this if you know what you're doing!

Note that by default a GET request will empty out the bank selected. If you want to preserve the data in the bank, use a negative value for the offset, i.e. -b 5 -o -0 will load the http request into bank 5, preserving the RAM and inserting at memory position 0 (in fact, $4000 in RAM).","

Run with no arguments to see the help.

*Cpsect's emulated ESP support used 7-bit, which means if you want to send binary data, you will need to base64 encode your payload. Using the -7 flag with http will support decoding and support Cpsect. This is not required if you only plan to exchange 7-bit data (like readable text) or support hardware. See the example folder for a server returning binary using base64 encoding.

Using from NextBASIC: https://github.com/remy/next-http"
.http-debug,v1.0.1,SpecNext only,, ---,Remy Sharp (remy),https://github.com/remy/next-http/raw/main/http-debug.dot,https://github.com/remy/next-http/blob/main/http-debug.dot,https://github.com/remy/next-http#debugging-and-problems,https://github.com/remy/next-http#notes-on-http-debugdot
.http-debug,,SpecNext only,Comes with .http-Package,,Remy Sharp (remy),https://github.com/remy/next-http/releases/tag/1.0.0,https://github.com/remy/next-http,,
.inkey,v0.5.0b,SpecNext only,,,"Stale Pixels
( https://www.stalepixels.com/ )",https://github.com/StalePixels/D3,https://github.com/StalePixels/D3,,"INKEY echoer

.INKEY - View keycodes as returned for keys & combos from z88dk built for lazy developers who need a handy guide."
.ini,v0.5.0b,SpecNext only,,,"Stale Pixels
( https://www.stalepixels.com/ )",https://github.com/StalePixels/D3,https://www.stalepixels.com/software/D3/#ini,"GET a value:

INI /path/file.ini key

SET a value

INI /path/file.ini key value","INI/CFG tool

.INI - Command-line INI editor for simple, programmable edits to INI or INI style config files

.INI is designed to perform a specific tasks with a minimum fuss – manipulate ini files from BASIC without the need to write a whole file handler.

.INI needs to be started with (at least) two arguements.

The first is a path to a INI file to use, the second is the name (commonly known as ‘key’) to retrieve.
The second, optional, parameter (commonly known as ‘value’) is the item to save in the INI file.

The following example would retrieve the current video mode timing – this is a number between 0 and 7, and is covered extensively in the Next’s wonderful manual.

.INI /MACHINES/NEXT/CONFIG.INI timing

And for setting a value, it’s as follows:

.INI /SYS/ENV.INI edge_zx128p3_50 0,0,0,0

In this example it’s resetting the “noted visible screen” to be full frame – this config file entry itself is maintained by Ped7g’s very helpful .DISPLAYEDGE, part of the default NextZXOS system distribution.

Hopefully as you can see, .INI by itself is not of a lot of use, but when used with system config files, or with other apps (e.g., .EVERY, or .DISPLAYEDGE as in the example above) it becomes a building block in a very powerful config system.

Internally, one of the most common uses is to reset parameters in INI files when developing our own apps."
.joyconf,,ZX-UNO only,ZX-UNO only,,mcleod_ideafix,http://svn.zxuno.com/svn/zxuno/software/joyconf/,http://board.esxdos.org/viewtopic.php?pid=774#p774,,"Tests and configures joystick interface on ZX-UNO. This dot command is interesting because it is not written in ASM, but in C. Source available."
.KeyJoyN,v005.049,"SpecNext for Megadrive 1/2 Joypad-Tests, but also runs in 48k/128k Personality of Next","Program to check for ""Ghosting of  ZX Spectrum Keyboard"" https://spectrumcomputing.co.uk/forums/viewtopic.php?p=50786#p50786",---,Luzie,https://forum.tlienhard.com/phpBB3/download/file.php?id=19868,https://forum.tlienhard.com/phpBB3/viewtopic.php?p=69370#p69370,keyjoyn,"Without Parameters:
Starts KeyJoyN

With (any) Parameter:
Displays help-screen."
".KeyJoyTest
",v003.029,,"Also shorter renamed to: .KeyJoy

Program to check for ""Ghosting of  ZX Spectrum Keyboard"" https://spectrumcomputing.co.uk/forums/viewtopic.php?p=50786#p50786",---,Luzie,https://forum.tlienhard.com/phpBB3/download/file.php?id=19866,https://forum.tlienhard.com/phpBB3/viewtopic.php?p=69367#p69367,keyjoytest,"Without Parameters:
Starts KeyJoyTest

With (any) Parameter:
Displays help-screen.

There is also SpecNext-Version
called .KeyJoyN which supports
Megadrive 1/2 (MD1/MD2) Joypads."
.keyhelp,v1.1,,,,David Saphier (em00k2018),https://www.specnext.com/latestdistro/,https://gitlab.com/thesmog358/tbblue/-/commit/65114b5d75be28ddbc60d95283262c9cc2178deb,keyhelp,"This shows file: ""/dot/keyboard.scr"".
Was included in older verrsion of SpecNext Latest Distro, which can be found on: https://www.specnext.com/latestdistro/ until Version ""System/Next v1.3.2"". Was removed on 2021-10-06 with the following notes: ""Garry Lancaster: Removed .KEYHELP dot command.
No longer felt to be useful as shows only a 48K keymap regardless of
whether in NextBASIC or 48K BASIC mode etc. The NMI button can now be used to quickly show a context-sensitive keymap."""
.keymap,,ZX-UNO only,ZX-UNO only,,mcleod_ideafix,http://svn.zxuno.com/svn/zxuno/software/keymap,http://board.esxdos.org/viewtopic.php?pid=774#p774,,Small utility to load a keyboard map from a file into the ZX-UNO.
.killserver,,SpecNext only,SpecNext only,---,Jari Komppa (jarikomppa),"Part of Package ""Using USB MIDI with the ZX Sectrum Next (via raspberry pi 0), part 2: sending midi"" / """" from: https://solhsa.com/#SENDINGMIDIDATAONZXSPECTRUMNEXT / Youtube: https://www.youtube.com/watch?v=nRYQnVuJxJ8",,killserver,
.kzx,,,,,SCjoe,https://mega.nz/folder/r4F0SD4D#qgGXYASGym-8gcSMrF-wdA,http://board.esxdos.org/viewtopic.php?pid=1959#p1959,,Displays Screen with Keyboard Help (Keywords)
.launcher,v0.3,,,ESXDOS 0.8.9 Final,(c) 2021 ub880d,http://www.esxdos.org/files/esxdos089.zip,http://board.esxdos.org/viewtopic.php?id=1021,"launcher add <name> <tap|bas>
launcher upd <name> <tap|bas>
launcher del <name>
launcher list","  .launcher add <name> <tap>
    - creates a new launcher with name <name>. it will autoload tape <tap>

  .launcher upd <name> <tap>
    - change launcher <name> to autoload tape <tap>

  .launcher del <name>
    - delete launcher <name>

  .launcher list
    - lists all created (and recognized) launchers

launcher name <name> must be a plain filename, not containing '/'
tap name <tap> must be a fullpath name, so it must start with '/'

launchers are created in the system's bin path where are all external commands so more commands/launchers you have 'list' will run longer.

also, keep in mind that esxdos for now supports only 8+3 format of names, so every component of path (for tap) must be in this format as well as the launcher name."""
.launcher,v0.1,,,ESXDOS 0.8.6 Final,(c) 2016 ub880d,http://sindik.at/~ub880d/2016/10/8-nove-utilitky-pre-esxdos-strings-a-launcher/,http://board.esxdos.org/viewtopic.php?pid=233#p233,"launcher add <name> <tap>
launcher upd <name> <tap>
launcher del <name>
launcher list

Example:
.launcher add pariboro /soft/games/taps/zeroteam/Pariboro.tap
.launcher upd pariboro /soft/games/taps/48k/p/Pariboro.tap
.launcher del pariboro
.launcher list
","  .launcher add <name> <tap>
    - creates a new launcher with name <name>. it will autoload tape <tap>

  .launcher upd <name> <tap>
    - change launcher <name> to autoload tape <tap>

  .launcher del <name>
    - delete launcher <name>

  .launcher list
    - lists all created (and recognized) launchers

launcher name <name> must be a plain filename, not containing '/'
tap name <tap> must be a fullpath name, so it must start with '/'

launchers are created in the system's bin path where are all external commands so more commands/launchers you have 'list' will run longer.

also, keep in mind that esxdos for now supports only 8+3 format of names, so every component of path (for tap) must be in this format as well as the launcher name."""
.less,v0.5.0b,SpecNext only,"A compliment, not replacement, for .more",---,Marco Varesio,https://github.com/StalePixels/D3,http://svn.zxuno.com/svn/zxuno/software/loadpzx/user:guest password: zxuno,"-x Start in HEX mode

Show a text file
.LESS /path/to/file.txt

Show a binary file
.LESS -X /path/to/file.bin",".LESS - Less is not more. A plain text pager with extra features, a compliment, not replacement, for MORE"
loadtap,?,ZX-UNO only (And you need to use a Specrum core of mcleod_ideafix with .PZX file loading support.),ZX-UNO only (And you need to use a Specrum core of mcleod_ideafix with .PZX file loading support.),,mcleod_ideafix,"http://svn.zxuno.com/svn/zxuno/software/loadpzx/
user:guest password: zxuno",https://spectrumcomputing.co.uk/forums/viewtopic.php?p=122797#p122797,".LOADTAP [-n][-p] file.tap

Loads a TAP file into the PZX
player.
-n : do not autoplay.
-p : do not insert pauses
     between blocks.","A few days ago, in the ZX-Uno Telegram group, mcleod_ideafix shared the LOADTAP command for esxDOS which is used to load .TAP files at normal speed. The operation is like LOADPZX, although only these keys are useful:
F7: PLAY/PAUSE of the virtual player.
F9: STOP of the player (PLAY start from the beginning)."
.loadpzx,Newer?=zxuno - Revision 1583,ZX-UNO only,ZX-UNO only,,mcleod_ideafix,"http://svn.zxuno.com/svn/zxuno/software/loadpzx/LOADPZX
zxuno - Revision 1583",https://spectrumcomputing.co.uk/forums/viewtopic.php?p=122797#p122797,"LOADTAP [-n][-p] file.tap

Loads a TAP file into the PZX
player.
-n : do not autoplay.",
.loadpzx,Older?,ZX-UNO only,ZX-UNO only,---,mcleod_ideafix,http://svn.zxuno.com/svn/zxuno/software/loadpzx,http://board.esxdos.org/viewtopic.php?pid=774#p774,,"PZX loader for the ZX-UNO. Loads a PZX into memory (to be later played from the ZX-UNO itself) and directs execution to the LOAD routine. This command is interesting because it is written in C, and has some assembler bits to instruct ESXDOS to detach any .TAP file from input and perform a pure LOAD """" automatically."
.loadrom,,DivTIESUS ( http://www.zxprojects.com/divtiesus/ ) SoftROM mode only?,DivTIESUS ( http://www.zxprojects.com/divtiesus/ ) SoftROM mode only?,---,mcleod_ideafix (Miguel Angel Rodriguez),http://www.zxprojects.com/divtiesus/docs/LOADROM,http://www.zxprojects.com/divtiesus/,"loadrom name_of_the_rom_file

To use it, just type .loadrom name_of_the_rom_file from the BASIC prompt and press ENTER. The ROM file must have 16K in length. Once it is loaded, it becomes the system ROM for all purposes and effects. Even pressing RESET will take you again to this new ROM. To exit SoftROM mode and go back to ESXDOS, press RESET+NMI.
While the loaded ROM is executing, the machine behaves as a 48K Spectrum, disabling 128K paging and shadow screen. This is to ensure that Ultimate ROM cartridges will work without problems.","SoftROM mode
SoftROM is available in all versions of DivTIESUS. Unlike the +3E mode, which needs a +2A/B/3 computer, the softROM mode can work on any Spectrum, provided it has at least 48K RAM.
The SoftROM feature uses a dot command: LOADROM. If you followed the instructions in the Quick Start section, you already have it.
To use it, just type .loadrom name_of_the_rom_file from the BASIC prompt and press ENTER. The ROM file must have 16K in length. Once it is loaded, it becomes the system ROM for all purposes and effects. Even pressing RESET will take you again to this new ROM. To exit SoftROM mode and go back to ESXDOS, press RESET+NMI.
While the loaded ROM is executing, the machine behaves as a 48K Spectrum, disabling 128K paging and shadow screen. This is to ensure that Ultimate ROM cartridges will work without problems.
NOTE: Bob Fossil's NMI browser has a built-in feature to load ROM files, but it doesn't work with all ROMs. This is mainly because it uses the standard MAPRAM feature present in all DivMMC devices, which does not disable DivMMC. Besides, the loaded ROM cannot survive a RESET.

From: https://github.com/mcleod-ideafix/divtiesus_utils :
LOADROM . This dot command has one mandatory parameter: the file name of the ROM image to use. LOADROM loads a 16K ROM image and installs it such it becomes the new system ROM for all effects and purposes. To return to ESXDOS, press NMI+RESET. Visit this section from the Paul Farrow website (http://www.fruitcake.plus.com/Sinclair/Interface2/Cartridges/Interface2_RC_Cartridges.htm) to download and test some of them."
.ls,(Filedate: 2018-03-09),,,ESXDOS 0.8.6 Final,,http://board.esxdos.org/viewtopic.php?pid=834#p834,http://www.esxdos.org/files/esxdos086.zip,,
.ls (Older),,,Adds e.g. sorting depending on date.,---,ub880d,http://sindik.at/~ub880d/download/article_11/ls,"http://sindik.at/~ub880d/2017/09/11-stara-utilita-v-novom-sate-ls/
","http://sindik.at/~ub880d/2017/09/11-stara-utilita-v-novom-sate-ls/
and Textfile in: http://forum.tlienhard.com/phpBB3/download/file.php?id=6635",Please note that Author ub (aka ub880d) mentions the limitation of .ls to sort max. 256 files (mainly due to memory constraints).
.ls (Older),,,Different from ESXDOS 0.7.4 Public BETA (bugfix release),ESXDOS 0.8.5 Final,,http://www.esxdos.org/files/esxdos085.zip,http://www.esxdos.org/index.html,,List Directory content
.ls (Older),,,,ESXDOS 0.7.4 Public BETA (bugfix release),,http://www.esxdos.org/files/esxdos074.zip,http://www.esxdos.org/index.html,,List Directory content
.lsTAP,"v0.1
",,Different from ESXDOS 0.7.3 Public BETA,ESXDOS 0.8.0 Public BETA,(c) phoenix,http://www.esxdos.org/files/esxdos080.zip,http://www.esxdos.org/index.html,".lstap [params] [tapfile]

-i: List INPUT file
-o: List OUTPUT file",
.lsTAP (Older),"v0.1
",,,ESXDOS 0.7.3 Public BETA,(c) phoenix,http://www.esxdos.org/files/esxdos073.zip,http://www.esxdos.org/index.html,".lstap [params] [tapfile]

-i: List INPUT file
-o: List OUTPUT file",
.makerun,v1.1,SpecNext only,"SpecNext only.

v1.1 Fixed .MAKERUN to deal with new browser.cfg system directory shortcut code",---,Garry Lancaster,https://gitlab.com/thesmog358/tbblue/-/raw/eb4a0da3a36756061c109a69c1d33b9df5971ef8/dot/MAKERUN,https://gitlab.com/thesmog358/tbblue/-/commit/eb4a0da3a36756061c109a69c1d33b9df5971ef8,"SYNOPSIS:
MAKERUN targetfile",".MAKERUN v1.1 by Garry Lancaster. Converts the current directory into a runnable directory.

A RUN.BAS file that loads the target file (any supported by the Browser) is created and the directory is renamed with a .run extension.

Any file with the same name and a .gde, .txt, .doc or .md extension will be copied to a RUN.GDE file as documentation."
.mc,,ZX-UNO only,ZX-UNO only,---,Antonio Villena,https://github.com/zxdos/zxuno/blob/master/SD/BIN/MC,https://spectrumcomputing.co.uk/forums/viewtopic.php?p=101384#p101384,".mc corefile.zx1

Loads and executes a core","Antonio Villena has created a new esxDOS command, mc (multicore), which is used to boot cores from the SD card.

It works as follows: .mc corefile.zx1 (Loads and executes a core)

What it does is to install the core in slot 9 if a 4MB SPI Flash is used - up to 9 cores - or in slot 45 if a 16 MB SPI Flash is used - up to 45 cores -, and once loaded it executes it. Spectrum core needs to be booted in ""rooted"" mode for to work.

According to the specifications of the SPI flash memory, it can be written without problems up to 100,000 times, so there is no great risk of damaging it."
.mcat,v0.4,SpecNext only,MCAT command / MCAT a Microdrive CAT for Next DOTJAM 2022,---,Timbucus and his live posse,https://timbucus.itch.io/dotjam2022,https://itch.io/jam/dotjam,".mcat

MCAT V0.4 usage: 
mcat {-i}
mcat {-e} drive<ENTER>
Functions need CLEAR 61439",
.md1md2,v1.00,SpecNext only,Also works under 48k/128k Personality of Next,---,Luzie,https://forum.tlienhard.com/phpBB3/download/file.php?id=19871,https://forum.tlienhard.com/phpBB3/viewtopic.php?p=69372#p69372,.md1md2,"Without Parameters:

Sets Joystick Port 1 to MD1 and Joystick Port 2 to MD2
on Spectrum Next

With (any) Parameter: Displays help-screen"
.mdx,v0.1,,"MGT Microdrive file extractor
.MDX - an esxDOS dot-command parser for MGT ""MD.FILE"" Microdrive-type files.
These files are created by (e.g. a PlusD disk interface with G+DOS) using Interface 1 hook codes (but seem to be quite rare). They are different from the more common ""OPENTYPE"" files.",---,"Robert Morrison
( flatduckrecords )",https://github.com/flatduckrecords/mdx,https://spectrumcomputing.co.uk/forums/viewtopic.php?p=193069#p193069,mdx input [output],"The input file should be the correct type, the Microdrive header checksum will be tested and an esxDOS File type error will be thrown if the value is incorrect.

The data payload also has its own checksum; if that is found to be incorrect then an esxDOS I/O error will be thrown.

If provided, the output filename will be used to save the output. Otherwise the file name in the Microdrive header will be used instead.

Note: To extract MDX files from an MGT disk image, please see SamC's .MGT dot command first!"
.memdump,v1.0,,,,Miroslav Bursa (perrada69) / Programmed by: Shrek/MB Maniax,https://mb-maniax.cz/wp-content/uploads/2026/04/memdump.zip,https://mb-maniax.cz/2026/04/22/memdump-1-0/,"Usage:
.memdump <address>

Example: .memdump 32768",
.memdump,v0.8,,v0.8: new control 5/6/7/8,---,Miroslav Bursa (perrada69) / Programmed by: Shrek/MB Maniax,https://github.com/perrada69/memdump/releases/tag/0.8,,"Usage:
.memdump <address>

Example: .memdump 32768",
.mgt,v0.6,Warning: Do not use the old esxDOS v.0.8.8 (eg. in the the Omni computer). You may corrupt files or your SD card !,"Version limitations: 0.6 UniDOS directories skipped Files in MasterDOS directories handled, but directory structure is not followed MasterBASIC files may be uncompressed Microdrive files exported as raw sector files Developed and tested on: eLeMeNt ZX computer and MB03+ interface",,SCjoe / eZX / MB,https://zxfiles.net/esxdos/MGT.TAR,https://spectrumcomputing.co.uk/forums/viewtopic.php?p=192319#p192319,"MGT image[.ext]     show disk image directory listing
MGT [switches] image[.ext]","MGT - esxDOS dot command for the ZX Spectrum and compatibles file listing and export tool for disk images. Supported disk formats: GDOS, G+DOS, BetaDOS, SAMDOS, MasterDOS

SWITCHES
--------
  -n   No Scroll? prompt
       Suppresses the ""Scroll?"" pause by setting the scroll
       counter before every new line. The directory listing
       runs to completion without interruption.
  -x   Export files to SD card
       Exports files from the disk image to the current
       directory on the SD card. A root folder named after
       the disk image file is created. If the folder already
       exists, you are prompted: Overwrite? Y/N
  -d   Directory listing to file
       Writes the directory listing to a file. The output
       filename is derived from the image name:
         .MGT -d IMAGE         output: IMAGE.DIR
         .MGT -d IMAGE.LST     output: IMAGE.LST
         .MGT -d IMAGE.TXT     output: IMAGE.TXT
         .MGT -d IMAGE.PRN     output: IMAGE.PRN
       Any extension is accepted except .MGT and .DSK.
       The disk image is always located by auto-detecting the
       image name + MGT/DSK, regardless of the extension
       given. If the output file already exists: Overwr.? Y/N
  -i   Disk image info
       Displays disk parameters: geometry, used/free space,
       slot count, and counts of file types present.
  -t   Transform IMG to MGT
       Converts a disk image from IMG format (side-track-
       sector layout) to MGT format (track-side-sector
       layout). Input must be a .IMG file. Output is a new
       file with the same name but with extension .MGT.
       If the output file already exists: Overwrite? Y/N
"
.midipanic,,SpecNext only,SpecNext only,---,Jari Komppa (jarikomppa),"Part of Package ""Using USB MIDI with the ZX Sectrum Next (via raspberry pi 0), part 2: sending midi"" / """" from: https://solhsa.com/#SENDINGMIDIDATAONZXSPECTRUMNEXT / Youtube: https://www.youtube.com/watch?v=nRYQnVuJxJ8",,midipanic,
.midisend,v0.1,SpecNext only,SpecNext only,---,Jari Komppa (jarikomppa),"Part of Package ""Using USB MIDI with the ZX Sectrum Next (via raspberry pi 0), part 2: sending midi"" / """" from: https://solhsa.com/#SENDINGMIDIDATAONZXSPECTRUMNEXT / Youtube: https://www.youtube.com/watch?v=nRYQnVuJxJ8",,"midisend

where command bytes are
triplets of values and/or
intvars, eg.
.midisend 144 a 70
sends channel 1 note on for
note in intvar a at volume 70

-s to skip gpio setup
-i to move to idle after send
-q to suppress printouts",
.mktrd,"v0.1
",,Old Download-Link: http://www.esxdos.org/beta/mktrd.zip - same version in v0.8.6 Final!,ESXDOS 0.8.6 Final,LaesQ / Papaya Dezign - 15/04/2014,http://www.esxdos.org/files/esxdos086.zip,http://board.esxdos.org/viewtopic.php?id=24,".mktrd trdname.trd [disklabel]

trdname.trd is the name of the image file to create.
disklabel is optional. It will be used as the disk label used by TR-DOS.","Creates a blank double sided, 80 track TRD disk image.

Please use with esxdos 0.8.x."
.mkdir,,,,ESXDOS 0.8.0 Public BETA,,http://www.esxdos.org/files/esxdos080.zip,http://www.esxdos.org/index.html,.mkdir dirname,Make Directory
.modp,v1.0 (25/07/20),SpecNext only,"Amiga Module Player dotcommand for the ZX Spectrum Next - NO pi0 required

Requires modvol.dat file in /SYS, this has been included. modp should be placed in to your /DOT folder

If you want to suppress the text set reg 127 to something other than 255. Please note not every module will work at this time so you may be better writing one within the limits of the current player - the following modules stay within these limits.

mods included

    complications by Tomas Danko
    feel by firefox
    jagtitle by nuke
    axelf by unknown
    macrocosm by firefox
    belevme by bbd
    saturation by uncle ben
    quadrangular_ball by uncle ben
    jarresque by heatbeat
    Monty-Hiscore.mod cover by romeo knight original by Rob Hubbard",,.modp by David Saphier (em00k) - ModPlayer by Mike Dailly (c)2020 Mike's git here : https://github.com/mikedailly/mod_player,https://github.com/em00k/modp-zxnext?,https://github.com/em00k/modp-zxnext?,.modp mymodule.mod,"Amiga Module Player dotcommand for the ZX Spectrum Next - NO pi0 required

As always best results on hardware.

.modp by David Saphier (em00k) - ModPlayer by Mike Dailly (c)2020 Mike's git here : https://github.com/mikedailly/mod_player

https://www.youtube.com/watch?v=Xo5NORTXqXs

Note playback rate is 12750 mono, samples will be ""resampled""

.modp will play Amiga MOD files, currently not all effects are supported. Effects 1,2,B,C,D,F are supported. Some MODs will require adjustments.

requires modvol.dat file in /SYS, this has been included. modp should be placed in to your /DOT folder

Please note that banks 16 onwards are used depending on the size of the module. Banks 16-17 are backed up and restored on exit. Next Basic should assign banks from the end of RAM, this should help avoid bank clashing.

run the demo modp-example.bas

Usage :

From NextBasic

.modp mymodule.mod"
.more,v0.9,SpecNext only,"Maybe SpecNext only

System-Next v.1.03 Distro - There are v0.9 files with different sizes in this distro (one in \DOT\ and one in \DOT\extra\. The one from \DOT\seems to run on Non-SpecNext machines (but without the 64/85/128 column feature) as well?!",System-Next v.1.03 Distro - There are v0.9 files with different sizes in this distro (one in \DOT\ and one in \DOT\extra\,Marco Varesio,https://gitlab.com/thesmog358/tbblue,https://retrobits.altervista.org/blog/2018/09/more-and-more/,"more [-64|-85|-128] <FILE>
 ","OPTIONS:
  -64  force  64 columns mode
  -85  force  85 columns mode
  -128 force 128 columns mode
 
COMMANDS:
  8/RIGHT/ENTER:   next page
  5/LEFT/0/DELETE: previous page
  Q/SPACE:         exit

 Displays <FILE> one screen at a time"
.more,v0.2,,,ESXDOS 0.8.7 Final,,http://www.esxdos.org/files/esxdos087.zip,http://board.esxdos.org/viewtopic.php?pid=1233#p1233,"more [-a] <filename>
   -a: print file as is
       (no translate new lines)",
.more (Older),v0.1,,,ESXDOS 0.7.4 Public BETA (bugfix release),(c) ub880d,http://www.esxdos.org/files/esxdos074.zip,http://www.esxdos.org/index.html,more <filename>,
.mon,,,,---,Velesoft,http://velesoft.speccy.cz/other/mon_esxdos.zip,http://board.esxdos.org/viewtopic.php?id=3,,Monitor / Debugger for esxDOS Can also be used to enter POKEs on running Snapshots
.MOUSE,,For DivTIESUS interface,DivTIESUS utilities (dot commands for ESXDOS),,Miguel Angel Rodríguez Jódar (mcleod-ideafix),https://github.com/mcleod-ideafix/divtiesus_utils/blob/main/MOUSE?raw=true,https://github.com/mcleod-ideafix/divtiesus_utils,MOUSE,"MOUSE . This dot command is used to query/modify the configuration of the Kempston mouse emulation mode. Invoked with no arguments, it will show the current state of Kempston mouse emulation and the syntax for parameters."
.mv,,,,ESXDOS 0.8.0 Public BETA,,http://www.esxdos.org/files/esxdos080.zip,http://www.esxdos.org/index.html,mv source target,Move / Rename file
.NBNGET,v0.2.0,SpecNext only,SpecNext only,---,"D. ""Xalior"" Rimron-Soutter / StalePixels",https://github.com/StalePixels/NBNtools/releases,https://www.stalepixels.com/software/nbnget/,"nbnget [OPTIONS] FILE

NextBestNetwork CDN File Fetcher

options:
 -h      Show this help screen
 -s xxxx Alternative Server *
 -p xxxx Alternative Port
 -r      Reset WiFi connection
 -v      Verbose AT protocol log

* WARNING
 -s changes remote file-source,
use caution on untrusted servers","""Installing CP/M with NBNGET"": 
https://www.youtube.com/watch?v=sJcBsT5RBLk
That magic command...
.NBNGET install/cpm.bas:load""cpm.bas"""
